resume_id,unstructured_text,job_role,skills,education,experience_years
23,"Open to relocation and remote work.
Hands-on professional with experience across different projects.
Education includes BCom.
Handled cross-functional responsibilities.
During my recent role, I created audience insights reports and also analyzed social media engagement.
Timeline: Jan 2022 - Aug 2025",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media",BCom,3.58
24,"Took a short career break for personal reasons.
Open to relocation and remote work.
Education includes BCom.
Timeline: Feb 2021 - Dec 2025
Recently transitioned into a more analytical role.
During my recent role, I analyzed revenue and cost data and also worked on budgeting and forecasting.",Finance Analyst,"Excel, Accounting, Financial Modeling, SQL",BCom,4.83
25,"During my recent role, I maintained employee records and also managed onboarding processes.
Participated in hackathons and tech events.
Timeline: Feb 2020 - Aug 2024
Hands-on professional with experience across different projects.
Open to relocation and remote work.
Education includes BBA.",HR Executive,"Recruitment, Communication, Onboarding, Excel",BBA,4.5
26,"Participated in hackathons and tech events.
Timeline: Oct 2018 - Jul 2022
Recently transitioned into a more analytical role.
Worked in a fast-paced startup environment.
During my recent role, I created financial dashboards and also analyzed revenue and cost data.
Education includes BBA.",Finance Analyst,"Excel, Accounting, Financial Modeling, SQL",BBA,3.75
27,"Handled cross-functional responsibilities.
Education includes BTech CSE.
Freelanced on multiple short-term projects.
During my recent role, I screened candidates and scheduled interviews and also maintained employee records.
Experience includes working with multiple teams.
Timeline: Dec 2019 - Sep 2022",HR Executive,"Recruitment, Communication, Onboarding, Excel",BTech CSE,2.75
28,"During my recent role, I developed backend services for web applications and also built REST APIs for internal tools.
Education includes BBA.
Experience includes working with multiple teams.
Self-taught in several modern tools.
Self-taught in several modern tools.
Timeline: Aug 2020 - Jun 2022",Software Engineer,"Java, Python, C++, DBMS, Web Programming",BBA,1.83
29,"During my recent role, I worked with microservices architecture and also implemented core business logic.
Started career in a junior role and gradually took more ownership.
Education includes BBA.
Took a short career break for personal reasons.
Timeline: Nov 2017 - Apr 2021
Took a short career break for personal reasons.",Software Engineer,"Java, Python, C++, DBMS, Web Programming",BBA,3.42
30,"Timeline: Dec 2020 - May 2023
Took a short career break for personal reasons.
Worked part-time while studying.
Education includes BBA.
Hands-on professional with experience across different projects.
During my recent role, I analyzed revenue and cost data and also created financial dashboards.",Finance Analyst,"Excel, Accounting, Financial Modeling, SQL",BBA,2.42
31,"Worked in a fast-paced startup environment.
Took a short career break for personal reasons.
Timeline: Apr 2020 - Oct 2022
During my recent role, I worked on content performance analysis and also analyzed social media engagement.
Started career in a junior role and gradually took more ownership.
Education includes BBA.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media",BBA,2.5
32,"Handled cross-functional responsibilities.
Worked in a fast-paced startup environment.
Experience includes working with multiple teams.
During my recent role, I handled recruitment pipelines for multiple teams and also managed onboarding processes.
Education includes MTech AI.
Timeline: Oct 2019 - Jun 2023",HR Executive,"Recruitment, Communication, Onboarding, Excel",MTech AI,3.67
33,"Timeline: Oct 2018 - Mar 2023
During my recent role, I built REST APIs for internal tools and also worked with microservices architecture.
Self-taught in several modern tools.
Education includes BTech CSE.
Hands-on professional with experience across different projects.
Freelanced on multiple short-term projects.",Software Engineer,"Java, Python, C++, DBMS, Web Programming",BTech CSE,4.42
34,"Started career in a junior role and gradually took more ownership.
Timeline: May 2017 - Aug 2020
Worked in a fast-paced startup environment.
Education includes MA Media Studies.
Self-taught in several modern tools.
During my recent role, I deployed ML models as REST APIs and also worked with TensorFlow and PyTorch frameworks.",ML Engineer,"Python, TensorFlow, PyTorch, APIs, Docker",MA Media Studies,3.25
35,"During my recent role, I built predictive models for customer churn and also worked on A/B testing for business decisions.
Education includes MA Media Studies.
Timeline: Oct 2018 - Jun 2022
Started career in a junior role and gradually took more ownership.
Participated in hackathons and tech events.
Worked in a fast-paced startup environment.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning",MA Media Studies,3.67
36,"Open to relocation and remote work.
During my recent role, I maintained employee records and also screened candidates and scheduled interviews.
Timeline: Jul 2020 - Aug 2021
Education includes BCom.
Self-taught in several modern tools.
Recently transitioned into a more analytical role.",HR Executive,"Recruitment, Communication, Onboarding, Excel",BCom,1.08
37,"Started career in a junior role and gradually took more ownership.
Handled cross-functional responsibilities.
Education includes MTech AI.
During my recent role, I worked on content performance analysis and also handled SEO reporting for campaigns.
Participated in hackathons and tech events.
Timeline: Jul 2020 - Dec 2022",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media",MTech AI,2.42
38,"During my recent role, I developed backend services for web applications and also implemented core business logic.
Hands-on professional with experience across different projects.
Education includes BTech CSE.
Worked in a fast-paced startup environment.
Timeline: May 2019 - Mar 2023
Open to relocation and remote work.",Software Engineer,"Java, Python, C++, DBMS, Web Programming",BTech CSE,3.83
39,"Worked part-time while studying.
Timeline: Nov 2018 - Jul 2023
Experience includes working with multiple teams.
During my recent role, I handled recruitment pipelines for multiple teams and also screened candidates and scheduled interviews.
Participated in hackathons and tech events.
Education includes MBA HR.",HR Executive,"Recruitment, Communication, Onboarding, Excel",MBA HR,4.67
40,"During my recent role, I worked with TensorFlow and PyTorch frameworks and also optimized inference pipelines in production.
Freelanced on multiple short-term projects.
Freelanced on multiple short-term projects.
Recently transitioned into a more analytical role.
Timeline: Nov 2020 - Nov 2022
Education includes MTech AI.",ML Engineer,"Python, TensorFlow, PyTorch, APIs, Docker",MTech AI,2.0
41,"Recently transitioned into a more analytical role.
Freelanced on multiple short-term projects.
Education includes MA Media Studies.
Timeline: Feb 2019 - Mar 2021
Freelanced on multiple short-term projects.
During my recent role, I developed backend services for web applications and also worked with microservices architecture.",Software Engineer,"Java, Python, C++, DBMS, Web Programming",MA Media Studies,2.08
42,"During my recent role, I handled SEO reporting for campaigns and also analyzed social media engagement.
Timeline: Apr 2021 - Mar 2024
Background includes both technical and business responsibilities.
Self-taught in several modern tools.
Education includes MTech AI.
Freelanced on multiple short-term projects.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media",MTech AI,2.92
43,"Timeline: Dec 2020 - Aug 2021
Open to relocation and remote work.
Education includes MBA HR.
Worked part-time while studying.
Background includes both technical and business responsibilities.
During my recent role, I worked with TensorFlow and PyTorch frameworks and also optimized inference pipelines in production.",ML Engineer,"Python, TensorFlow, PyTorch, APIs, Docker",MBA HR,0.67
44,"Took a short career break for personal reasons.
Education includes BCom.
Timeline: Apr 2017 - Feb 2021
Worked in a fast-paced startup environment.
Recently transitioned into a more analytical role.
During my recent role, I developed backend services for web applications and also built REST APIs for internal tools.",Software Engineer,"Java, Python, C++, DBMS, Web Programming",BCom,3.83
45,"Timeline: Feb 2021 - Oct 2025
Hands-on professional with experience across different projects.
Handled cross-functional responsibilities.
Participated in hackathons and tech events.
Education includes MTech AI.
During my recent role, I created forecasting pipelines and also worked on A/B testing for business decisions.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning",MTech AI,4.67
46,"Education includes BCom.
Worked in a fast-paced startup environment.
Timeline: Nov 2019 - Apr 2023
During my recent role, I screened candidates and scheduled interviews and also handled recruitment pipelines for multiple teams.
Recently transitioned into a more analytical role.
Open to relocation and remote work.",HR Executive,"Recruitment, Communication, Onboarding, Excel",BCom,3.42
47,"Freelanced on multiple short-term projects.
Background includes both technical and business responsibilities.
Handled cross-functional responsibilities.
Education includes MTech AI.
Timeline: Sep 2021 - Nov 2023
During my recent role, I handled SEO reporting for campaigns and also worked on content performance analysis.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media",MTech AI,2.17
48,"Background includes both technical and business responsibilities.
Timeline: May 2020 - Dec 2021
Handled cross-functional responsibilities.
During my recent role, I created forecasting pipelines and also built predictive models for customer churn.
Open to relocation and remote work.
Education includes MSc Analytics.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning",MSc Analytics,1.58
49,"Education includes BCom.
Experience includes working with multiple teams.
During my recent role, I created forecasting pipelines and also performed feature engineering on large datasets.
Took a short career break for personal reasons.
Participated in hackathons and tech events.
Timeline: Nov 2017 - Nov 2018",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning",BCom,1.0
50,"During my recent role, I analyzed social media engagement and also worked on content performance analysis.
Worked part-time while studying.
Handled cross-functional responsibilities.
Education includes MA Media Studies.
Timeline: Feb 2022 - Sep 2024
Hands-on professional with experience across different projects.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media",MA Media Studies,2.58
51,"Timeline: Jun 2018 - Aug 2021
Took a short career break for personal reasons.
Education includes MBA HR.
Open to relocation and remote work.
Experience includes working with multiple teams.
During my recent role, I worked on content performance analysis and also analyzed social media engagement.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media",MBA HR,3.17
52,"Took a short career break for personal reasons.
During my recent role, I analyzed social media engagement and also handled SEO reporting for campaigns.
Hands-on professional with experience across different projects.
Education includes MA Media Studies.
Timeline: Nov 2017 - Nov 2020
Open to relocation and remote work.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media",MA Media Studies,3.0
53,"During my recent role, I screened candidates and scheduled interviews and also handled recruitment pipelines for multiple teams.
Timeline: Feb 2017 - Dec 2020
Education includes MBA HR.
Open to relocation and remote work.
Self-taught in several modern tools.
Background includes both technical and business responsibilities.",HR Executive,"Recruitment, Communication, Onboarding, Excel",MBA HR,3.83
54,"Handled cross-functional responsibilities.
Took a short career break for personal reasons.
Education includes BTech CSE.
Timeline: Mar 2021 - Nov 2024
During my recent role, I worked on A/B testing for business decisions and also created forecasting pipelines.
Recently transitioned into a more analytical role.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning",BTech CSE,3.67
55,"Recently transitioned into a more analytical role.
Timeline: Apr 2018 - Jun 2019
Took a short career break for personal reasons.
Education includes MSc Analytics.
During my recent role, I built REST APIs for internal tools and also developed backend services for web applications.
Handled cross-functional responsibilities.",Software Engineer,"Java, Python, C++, DBMS, Web Programming",MSc Analytics,1.17
56,"Took a short career break for personal reasons.
Hands-on professional with experience across different projects.
Open to relocation and remote work.
During my recent role, I built REST APIs for internal tools and also developed backend services for web applications.
Education includes MBA HR.
Timeline: Jan 2021 - Oct 2023",Software Engineer,"Java, Python, C++, DBMS, Web Programming",MBA HR,2.75
57,"Education includes MSc Analytics.
Timeline: Sep 2020 - Jun 2022
Open to relocation and remote work.
Hands-on professional with experience across different projects.
During my recent role, I created forecasting pipelines and also worked on A/B testing for business decisions.
Took a short career break for personal reasons.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning",MSc Analytics,1.75
58,"During my recent role, I worked on budgeting and forecasting and also prepared financial reports for management.
Timeline: Sep 2017 - Mar 2019
Open to relocation and remote work.
Started career in a junior role and gradually took more ownership.
Open to relocation and remote work.
Education includes MSc Analytics.",Finance Analyst,"Excel, Accounting, Financial Modeling, SQL",MSc Analytics,1.5
59,"Timeline: Dec 2020 - Jul 2025
During my recent role, I created audience insights reports and also worked on content performance analysis.
Participated in hackathons and tech events.
Hands-on professional with experience across different projects.
Education includes MTech AI.
Open to relocation and remote work.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media",MTech AI,4.58
60,"Background includes both technical and business responsibilities.
Open to relocation and remote work.
Education includes BCom.
During my recent role, I handled SEO reporting for campaigns and also worked on content performance analysis.
Worked in a fast-paced startup environment.
Timeline: Jun 2017 - Sep 2019",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media",BCom,2.25
61,"Participated in hackathons and tech events.
Took a short career break for personal reasons.
Timeline: Apr 2020 - Dec 2023
During my recent role, I optimized inference pipelines in production and also worked with TensorFlow and PyTorch frameworks.
Education includes MA Media Studies.
Hands-on professional with experience across different projects.",ML Engineer,"Python, TensorFlow, PyTorch, APIs, Docker",MA Media Studies,3.67
62,"Took a short career break for personal reasons.
Timeline: May 2020 - May 2023
Education includes BTech CSE.
Took a short career break for personal reasons.
Experience includes working with multiple teams.
During my recent role, I worked on budgeting and forecasting and also created financial dashboards.",Finance Analyst,"Excel, Accounting, Financial Modeling, SQL",BTech CSE,3.0
63,"Education includes MBA HR.
Worked in a fast-paced startup environment.
During my recent role, I worked on A/B testing for business decisions and also created forecasting pipelines.
Open to relocation and remote work.
Timeline: Feb 2017 - Apr 2020
Hands-on professional with experience across different projects.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning",MBA HR,3.17
64,"During my recent role, I performed feature engineering on large datasets and also worked on A/B testing for business decisions.
Recently transitioned into a more analytical role.
Self-taught in several modern tools.
Education includes MSc Analytics.
Timeline: Nov 2021 - Apr 2024
Worked part-time while studying.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning",MSc Analytics,2.42
65,"During my recent role, I worked on A/B testing for business decisions and also performed feature engineering on large datasets.
Participated in hackathons and tech events.
Experience includes working with multiple teams.
Timeline: Aug 2019 - Dec 2023
Freelanced on multiple short-term projects.
Education includes MSc Analytics.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning",MSc Analytics,4.33
66,"Timeline: Aug 2020 - Oct 2022
Education includes BBA.
During my recent role, I worked on A/B testing for business decisions and also performed feature engineering on large datasets.
Handled cross-functional responsibilities.
Took a short career break for personal reasons.
Experience includes working with multiple teams.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning",BBA,2.17
67,"Participated in hackathons and tech events.
Background includes both technical and business responsibilities.
Timeline: Dec 2018 - Aug 2023
During my recent role, I built REST APIs for internal tools and also worked with microservices architecture.
Worked part-time while studying.
Education includes BBA.",Software Engineer,"Java, Python, C++, DBMS, Web Programming",BBA,4.67
68,"Worked in a fast-paced startup environment.
During my recent role, I worked with TensorFlow and PyTorch frameworks and also deployed ML models as REST APIs.
Hands-on professional with experience across different projects.
Timeline: Oct 2018 - Aug 2021
Self-taught in several modern tools.
Education includes BTech CSE.",ML Engineer,"Python, TensorFlow, PyTorch, APIs, Docker",BTech CSE,2.83
69,"Timeline: Apr 2021 - Nov 2022
Education includes MBA HR.
Open to relocation and remote work.
Background includes both technical and business responsibilities.
Took a short career break for personal reasons.
During my recent role, I built REST APIs for internal tools and also developed backend services for web applications.",Software Engineer,"Java, Python, C++, DBMS, Web Programming",MBA HR,1.58
70,"During my recent role, I deployed ML models as REST APIs and also worked with TensorFlow and PyTorch frameworks.
Participated in hackathons and tech events.
Took a short career break for personal reasons.
Timeline: Aug 2019 - Feb 2023
Experience includes working with multiple teams.
Education includes BCom.",ML Engineer,"Python, TensorFlow, PyTorch, APIs, Docker",BCom,3.5
71,"Education includes MA Media Studies.
Started career in a junior role and gradually took more ownership.
Participated in hackathons and tech events.
Timeline: Jul 2018 - Oct 2022
During my recent role, I prepared financial reports for management and also created financial dashboards.
Handled cross-functional responsibilities.",Finance Analyst,"Excel, Accounting, Financial Modeling, SQL",MA Media Studies,4.25
72,"Recently transitioned into a more analytical role.
Education includes MSc Analytics.
During my recent role, I implemented core business logic and also developed backend services for web applications.
Timeline: Jun 2020 - May 2024
Open to relocation and remote work.
Worked in a fast-paced startup environment.",Software Engineer,"Java, Python, C++, DBMS, Web Programming",MSc Analytics,3.92
73,"Education includes BBA.
Recently transitioned into a more analytical role.
During my recent role, I analyzed revenue and cost data and also created financial dashboards.
Timeline: Mar 2019 - Mar 2021
Open to relocation and remote work.
Handled cross-functional responsibilities.",Finance Analyst,"Excel, Accounting, Financial Modeling, SQL",BBA,2.0
74,"During my recent role, I analyzed social media engagement and also worked on content performance analysis.
Education includes MSc Analytics.
Open to relocation and remote work.
Background includes both technical and business responsibilities.
Timeline: Aug 2017 - Sep 2021
Participated in hackathons and tech events.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media",MSc Analytics,4.08
75,"Education includes MBA HR.
Timeline: Jan 2018 - Sep 2019
Worked in a fast-paced startup environment.
Experience includes working with multiple teams.
During my recent role, I worked on A/B testing for business decisions and also created forecasting pipelines.
Self-taught in several modern tools.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning",MBA HR,1.67
76,"Worked in a fast-paced startup environment.
Participated in hackathons and tech events.
Education includes MSc Analytics.
During my recent role, I worked on A/B testing for business decisions and also performed feature engineering on large datasets.
Timeline: Dec 2021 - Feb 2023
Recently transitioned into a more analytical role.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning",MSc Analytics,1.17
77,"Worked part-time while studying.
Timeline: Aug 2017 - Dec 2021
Took a short career break for personal reasons.
Education includes BTech CSE.
During my recent role, I prepared financial reports for management and also created financial dashboards.
Started career in a junior role and gradually took more ownership.",Finance Analyst,"Excel, Accounting, Financial Modeling, SQL",BTech CSE,4.33
78,"Handled cross-functional responsibilities.
Hands-on professional with experience across different projects.
During my recent role, I implemented core business logic and also developed backend services for web applications.
Freelanced on multiple short-term projects.
Education includes BBA.
Timeline: Jul 2020 - Apr 2022",Software Engineer,"Java, Python, C++, DBMS, Web Programming",BBA,1.75
79,"Education includes BCom.
Open to relocation and remote work.
During my recent role, I created forecasting pipelines and also worked on A/B testing for business decisions.
Recently transitioned into a more analytical role.
Timeline: Jun 2019 - Dec 2020
Freelanced on multiple short-term projects.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning",BCom,1.5
80,"During my recent role, I built predictive models for customer churn and also performed feature engineering on large datasets.
Education includes MA Media Studies.
Timeline: Oct 2018 - Jul 2019
Self-taught in several modern tools.
Worked in a fast-paced startup environment.
Started career in a junior role and gradually took more ownership.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning",MA Media Studies,0.75
81,"During my recent role, I maintained employee records and also managed onboarding processes.
Handled cross-functional responsibilities.
Timeline: Jul 2020 - Jun 2022
Education includes MSc Analytics.
Worked in a fast-paced startup environment.
Experience includes working with multiple teams.",HR Executive,"Recruitment, Communication, Onboarding, Excel",MSc Analytics,1.92
82,"Timeline: Jan 2020 - Sep 2020
During my recent role, I created forecasting pipelines and also worked on A/B testing for business decisions.
Education includes MSc Analytics.
Worked part-time while studying.
Experience includes working with multiple teams.
Freelanced on multiple short-term projects.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning",MSc Analytics,0.67
83,"Timeline: Feb 2018 - Jul 2021
During my recent role, I screened candidates and scheduled interviews and also managed onboarding processes.
Education includes MTech AI.
Background includes both technical and business responsibilities.
Took a short career break for personal reasons.
Participated in hackathons and tech events.",HR Executive,"Recruitment, Communication, Onboarding, Excel",MTech AI,3.42
84,"Started career in a junior role and gradually took more ownership.
Education includes BCom.
Self-taught in several modern tools.
Participated in hackathons and tech events.
Timeline: Jun 2020 - Feb 2024
During my recent role, I optimized inference pipelines in production and also handled model monitoring systems.",ML Engineer,"Python, TensorFlow, PyTorch, APIs, Docker",BCom,3.67
85,"Self-taught in several modern tools.
Education includes MTech AI.
Open to relocation and remote work.
During my recent role, I screened candidates and scheduled interviews and also handled recruitment pipelines for multiple teams.
Started career in a junior role and gradually took more ownership.
Timeline: Mar 2020 - Jul 2021",HR Executive,"Recruitment, Communication, Onboarding, Excel",MTech AI,1.33
86,"Timeline: Aug 2019 - Apr 2023
Started career in a junior role and gradually took more ownership.
Freelanced on multiple short-term projects.
Open to relocation and remote work.
Education includes BBA.
During my recent role, I worked with TensorFlow and PyTorch frameworks and also handled model monitoring systems.",ML Engineer,"Python, TensorFlow, PyTorch, APIs, Docker",BBA,3.67
87,"Self-taught in several modern tools.
During my recent role, I created audience insights reports and also worked on content performance analysis.
Experience includes working with multiple teams.
Education includes BTech CSE.
Timeline: Nov 2018 - Nov 2020
Freelanced on multiple short-term projects.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media",BTech CSE,2.0
88,"Worked in a fast-paced startup environment.
Experience includes working with multiple teams.
Timeline: Jul 2021 - Nov 2023
During my recent role, I worked on content performance analysis and also handled SEO reporting for campaigns.
Worked part-time while studying.
Education includes BTech CSE.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media",BTech CSE,2.33
89,"During my recent role, I maintained employee records and also managed onboarding processes.
Experience includes working with multiple teams.
Handled cross-functional responsibilities.
Education includes BTech CSE.
Timeline: Oct 2019 - Aug 2022
Worked part-time while studying.",HR Executive,"Recruitment, Communication, Onboarding, Excel",BTech CSE,2.83
90,"Worked part-time while studying.
Hands-on professional with experience across different projects.
During my recent role, I screened candidates and scheduled interviews and also managed onboarding processes.
Timeline: Jun 2018 - Mar 2021
Took a short career break for personal reasons.
Education includes MSc Analytics.",HR Executive,"Recruitment, Communication, Onboarding, Excel",MSc Analytics,2.75
91,"Recently transitioned into a more analytical role.
Timeline: Jul 2019 - Jan 2024
Education includes BTech CSE.
During my recent role, I worked on A/B testing for business decisions and also performed feature engineering on large datasets.
Open to relocation and remote work.
Freelanced on multiple short-term projects.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning",BTech CSE,4.5
92,"Participated in hackathons and tech events.
During my recent role, I optimized inference pipelines in production and also deployed ML models as REST APIs.
Education includes BBA.
Background includes both technical and business responsibilities.
Timeline: Feb 2017 - May 2020
Worked part-time while studying.",ML Engineer,"Python, TensorFlow, PyTorch, APIs, Docker",BBA,3.25
93,"Freelanced on multiple short-term projects.
Self-taught in several modern tools.
Timeline: Mar 2018 - Dec 2020
During my recent role, I created financial dashboards and also worked on budgeting and forecasting.
Education includes BBA.
Experience includes working with multiple teams.",Finance Analyst,"Excel, Accounting, Financial Modeling, SQL",BBA,2.75
