resume_id,unstructured_text,job_role,skills,education,experience_years
11,"Professional Summary
Collaborated on system design and architectural discussions. Designed and implemented backend services for enterprise applications. Handled multiple responsibilities beyond core deliverables.

Education Details
Contributed to documentation and internal knowledge sharing. Handled multiple responsibilities beyond core deliverables.

Education Details
Completed MCA from a recognized institution, along with ongoing self-driven learning and skill development.

Education Details
Between Jan 2015 and Jul 2019, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I collaborated on system design and architectural discussions. handled multiple responsibilities beyond core deliverables.

Key Responsibilities
Work also involved scenarios where priorities shifted frequently. supported cross-functional teams during peak business periods. participated in process improvement discussions.",Software Engineer,"Java, Python, C++, DBMS, Web Programming, APIs, System Design, Microservices",MCA,4.5
12,"Operational Exposure
Between Jan 2013 and Oct 2018, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I collaborated on system design and architectural discussions. collaborated with geographically distributed teams.

Professional Summary
Completed MCA from a recognized institution, along with ongoing self-driven learning and skill development.

Experience Overview
Worked with databases and messaging systems to support core workflows. Built and maintained rest apis used by multiple internal systems. Contributed to documentation and internal knowledge sharing.

Professional Summary
Work also involved scenarios where priorities shifted frequently. worked in fast-paced environments with changing priorities. handled ad-hoc requests alongside planned work.

Project Work
Collaborated with geographically distributed teams. Adapted to evolving business requirements and constraints.",Software Engineer,"Java, Python, C++, DBMS, Web Programming, APIs, System Design, Microservices",MCA,5.75
13,"Background
Handled multiple responsibilities beyond core deliverables. Contributed to documentation and internal knowledge sharing.

Key Responsibilities
Completed BTech CSE from a recognized institution, along with ongoing self-driven learning and skill development.

Other Information
Work also involved scenarios where priorities shifted frequently. handled ad-hoc requests alongside planned work. adapted to evolving business requirements and constraints.

Operational Exposure
Between Nov 2013 and May 2017, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I worked on predictive coding and large-scale text analytics initiatives. contributed to documentation and internal knowledge sharing.

Professional Summary
Performed feature engineering and model tuning across several iterations. Worked on predictive coding and large-scale text analytics initiatives. Participated in process improvement discussions.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning, NLP, Topic Modeling, Sentiment Analysis, Data Visualization",BTech CSE,3.5
14,"Experience Overview
Work also involved scenarios where priorities shifted frequently. handled ad-hoc requests alongside planned work. handled multiple responsibilities beyond core deliverables.

Professional Summary
Between Mar 2020 and Dec 2024, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I handled production issues, debugging, and performance optimization. handled multiple responsibilities beyond core deliverables.

Education Details
Handled ad-hoc requests alongside planned work. Handled multiple responsibilities beyond core deliverables.

Key Responsibilities
Completed MTech Software from a recognized institution, along with ongoing self-driven learning and skill development.

Background
Collaborated on system design and architectural discussions. Worked with databases and messaging systems to support core workflows. Adapted to evolving business requirements and constraints.",Software Engineer,"Java, Python, C++, DBMS, Web Programming, APIs, System Design, Microservices",MTech Software,4.75
15,"Key Responsibilities
Completed BMM from a recognized institution, along with ongoing self-driven learning and skill development.

Professional Summary
Adapted to evolving business requirements and constraints. Handled multiple responsibilities beyond core deliverables.

Experience Overview
Between May 2016 and Sep 2023, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I supported media strategy with analytical insights. handled multiple responsibilities beyond core deliverables.

Project Work
Work also involved scenarios where priorities shifted frequently. contributed to documentation and internal knowledge sharing. handled ad-hoc requests alongside planned work.

Background
Worked with seo and social media performance data. Tracked audience engagement and campaign effectiveness metrics. Adapted to evolving business requirements and constraints.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media, Media Analytics",BMM,7.33
16,"Experience Overview
Between Oct 2017 and Mar 2022, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I evaluated precision, recall and stability of analytical outputs over time. supported cross-functional teams during peak business periods.

Other Information
Completed BTech CSE from a recognized institution, along with ongoing self-driven learning and skill development.

Background
Work also involved scenarios where priorities shifted frequently. handled multiple responsibilities beyond core deliverables. supported cross-functional teams during peak business periods.

Education Details
Performed feature engineering and model tuning across several iterations. Built exploratory analyses and dashboards for senior stakeholders. Worked in fast-paced environments with changing priorities.

Professional Summary
Worked in fast-paced environments with changing priorities. Handled ad-hoc requests alongside planned work.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning, NLP, Topic Modeling, Sentiment Analysis, Data Visualization",BTech CSE,4.42
17,"Operational Exposure
Completed BCom from a recognized institution, along with ongoing self-driven learning and skill development.

Key Responsibilities
Work also involved scenarios where priorities shifted frequently. supported cross-functional teams during peak business periods. supported cross-functional teams during peak business periods.

Additional Contributions
Reviewed revenue and cost trends across business units. Worked with compliance and audit teams on reporting needs. Supported cross-functional teams during peak business periods.

Key Responsibilities
Between Jun 2013 and Apr 2018, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I supported budgeting, forecasting and variance analysis. handled multiple responsibilities beyond core deliverables.

Additional Contributions
Worked in fast-paced environments with changing priorities. Handled ad-hoc requests alongside planned work.",Finance Analyst,"Excel, Accounting, Financial Modeling, SQL, Reporting",BCom,4.83
18,"Project Work
Supported cross-functional teams during peak business periods. Handled multiple responsibilities beyond core deliverables.

Key Responsibilities
Supported budgeting, forecasting and variance analysis. Worked with compliance and audit teams on reporting needs. Handled ad-hoc requests alongside planned work.

Professional Summary
Completed CA Inter from a recognized institution, along with ongoing self-driven learning and skill development.

Project Work
Work also involved scenarios where priorities shifted frequently. contributed to documentation and internal knowledge sharing. contributed to documentation and internal knowledge sharing.

Operational Exposure
Between Mar 2021 and May 2025, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I analyzed financial transactions and audit-related datasets. collaborated with geographically distributed teams.",Finance Analyst,"Excel, Accounting, Financial Modeling, SQL, Reporting",CA Inter,4.17
19,"Background
Between Dec 2016 and Jan 2024, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I evaluated precision, recall and stability of analytical outputs over time. supported cross-functional teams during peak business periods.

Other Information
Completed MTech AI from a recognized institution, along with ongoing self-driven learning and skill development.

Project Work
Worked on predictive coding and large-scale text analytics initiatives. Worked on predictive coding and large-scale text analytics initiatives. Participated in process improvement discussions.

Additional Contributions
Work also involved scenarios where priorities shifted frequently. handled ad-hoc requests alongside planned work. participated in process improvement discussions.

Operational Exposure
Handled ad-hoc requests alongside planned work. Worked in fast-paced environments with changing priorities.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning, NLP, Topic Modeling, Sentiment Analysis, Data Visualization",MTech AI,7.08
20,"Additional Contributions
Managed hiring pipelines for technical and non-technical roles. Handled onboarding documentation and compliance requirements. Adapted to evolving business requirements and constraints.

Operational Exposure
Work also involved scenarios where priorities shifted frequently. handled ad-hoc requests alongside planned work. participated in process improvement discussions.

Professional Summary
Contributed to documentation and internal knowledge sharing. Handled ad-hoc requests alongside planned work.

Operational Exposure
Between Dec 2020 and Mar 2027, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I managed hiring pipelines for technical and non-technical roles. handled ad-hoc requests alongside planned work.

Project Work
Completed MBA HR from a recognized institution, along with ongoing self-driven learning and skill development.",HR Executive,"Recruitment, Communication, Onboarding, Excel, HR Operations",MBA HR,6.25
21,"Project Work
Between Aug 2020 and Dec 2023, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I worked with CRM-generated reports and dashboards. contributed to documentation and internal knowledge sharing.

Project Work
Participated in process improvement discussions. Worked in fast-paced environments with changing priorities.

Operational Exposure
Responded to ad-hoc sales data requests. Responded to ad-hoc sales data requests. Handled ad-hoc requests alongside planned work.

Education Details
Work also involved scenarios where priorities shifted frequently. collaborated with geographically distributed teams. collaborated with geographically distributed teams.

Key Responsibilities
Completed MBA Sales from a recognized institution, along with ongoing self-driven learning and skill development.",Sales Analyst,"Excel, Sales Analytics, CRM, SQL, Reporting",MBA Sales,3.33
22,"Additional Contributions
Handled multiple responsibilities beyond core deliverables. Contributed to documentation and internal knowledge sharing.

Education Details
Work also involved scenarios where priorities shifted frequently. handled multiple responsibilities beyond core deliverables. collaborated with geographically distributed teams.

Experience Overview
Analyzed regional and product-level sales performance. Analyzed regional and product-level sales performance. Contributed to documentation and internal knowledge sharing.

Project Work
Between Mar 2016 and May 2023, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I supported sales forecasting and pipeline analysis. contributed to documentation and internal knowledge sharing.

Operational Exposure
Completed BBA from a recognized institution, along with ongoing self-driven learning and skill development.",Sales Analyst,"Excel, Sales Analytics, CRM, SQL, Reporting",BBA,7.17
23,"Professional Summary
Handled multiple responsibilities beyond core deliverables. Participated in process improvement discussions.

Education Details
Work also involved scenarios where priorities shifted frequently. supported cross-functional teams during peak business periods. collaborated with geographically distributed teams.

Key Responsibilities
Between Sep 2015 and Oct 2018, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I supported budgeting, forecasting and variance analysis. collaborated with geographically distributed teams.

Professional Summary
Reviewed revenue and cost trends across business units. Supported budgeting, forecasting and variance analysis. Handled multiple responsibilities beyond core deliverables.

Other Information
Completed MBA Finance from a recognized institution, along with ongoing self-driven learning and skill development.",Finance Analyst,"Excel, Accounting, Financial Modeling, SQL, Reporting",MBA Finance,3.08
24,"Project Work
Between Oct 2014 and Jun 2021, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I worked with SEO and social media performance data. collaborated with geographically distributed teams.

Additional Contributions
Completed MA Media Studies from a recognized institution, along with ongoing self-driven learning and skill development.

Project Work
Work also involved scenarios where priorities shifted frequently. contributed to documentation and internal knowledge sharing. adapted to evolving business requirements and constraints.

Education Details
Adapted to evolving business requirements and constraints. Contributed to documentation and internal knowledge sharing.

Key Responsibilities
Supported media strategy with analytical insights. Prepared reports on reach, impressions and engagement trends. Handled multiple responsibilities beyond core deliverables.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media, Media Analytics",MA Media Studies,6.67
25,"Education Details
Completed MCA from a recognized institution, along with ongoing self-driven learning and skill development.

Operational Exposure
Work also involved scenarios where priorities shifted frequently. worked in fast-paced environments with changing priorities. participated in process improvement discussions.

Operational Exposure
Between Oct 2020 and Nov 2023, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I built and maintained REST APIs used by multiple internal systems. collaborated with geographically distributed teams.

Operational Exposure
Designed and implemented backend services for enterprise applications. Worked with databases and messaging systems to support core workflows. Participated in process improvement discussions.

Key Responsibilities
Handled multiple responsibilities beyond core deliverables. Participated in process improvement discussions.",Software Engineer,"Java, Python, C++, DBMS, Web Programming, APIs, System Design, Microservices",MCA,3.08
26,"Project Work
Between May 2021 and Nov 2028, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I worked with compliance and audit teams on reporting needs. collaborated with geographically distributed teams.

Other Information
Completed CA Inter from a recognized institution, along with ongoing self-driven learning and skill development.

Professional Summary
Worked with compliance and audit teams on reporting needs. Prepared periodic financial summaries for leadership review. Participated in process improvement discussions.

Experience Overview
Work also involved scenarios where priorities shifted frequently. collaborated with geographically distributed teams. supported cross-functional teams during peak business periods.

Key Responsibilities
Collaborated with geographically distributed teams. Contributed to documentation and internal knowledge sharing.",Finance Analyst,"Excel, Accounting, Financial Modeling, SQL, Reporting",CA Inter,7.5
27,"Project Work
Between Oct 2017 and Sep 2020, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I built exploratory analyses and dashboards for senior stakeholders. handled ad-hoc requests alongside planned work.

Key Responsibilities
Built exploratory analyses and dashboards for senior stakeholders. Evaluated precision, recall and stability of analytical outputs over time. Handled ad-hoc requests alongside planned work.

Project Work
Completed BTech CSE from a recognized institution, along with ongoing self-driven learning and skill development.

Operational Exposure
Work also involved scenarios where priorities shifted frequently. adapted to evolving business requirements and constraints. participated in process improvement discussions.

Education Details
Supported cross-functional teams during peak business periods. Worked in fast-paced environments with changing priorities.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning, NLP, Topic Modeling, Sentiment Analysis, Data Visualization",BTech CSE,2.92
28,"Key Responsibilities
Screened resumes and coordinated interview processes. Supported workforce planning and hr reporting activities. Handled multiple responsibilities beyond core deliverables.

Additional Contributions
Completed MBA HR from a recognized institution, along with ongoing self-driven learning and skill development.

Key Responsibilities
Work also involved scenarios where priorities shifted frequently. collaborated with geographically distributed teams. adapted to evolving business requirements and constraints.

Professional Summary
Worked in fast-paced environments with changing priorities. Contributed to documentation and internal knowledge sharing.

Key Responsibilities
Between Apr 2020 and Jun 2022, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I managed hiring pipelines for technical and non-technical roles. supported cross-functional teams during peak business periods.",HR Executive,"Recruitment, Communication, Onboarding, Excel, HR Operations",MBA HR,2.17
29,"Professional Summary
Work also involved scenarios where priorities shifted frequently. handled ad-hoc requests alongside planned work. participated in process improvement discussions.

Background
Between Apr 2013 and Feb 2018, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I performed feature engineering and model tuning across several iterations. contributed to documentation and internal knowledge sharing.

Additional Contributions
Completed BTech CSE from a recognized institution, along with ongoing self-driven learning and skill development.

Background
Evaluated precision, recall and stability of analytical outputs over time. Performed feature engineering and model tuning across several iterations. Handled multiple responsibilities beyond core deliverables.

Operational Exposure
Participated in process improvement discussions. Contributed to documentation and internal knowledge sharing.",Data Scientist,"Python, SQL, Pandas, NumPy, Machine Learning, NLP, Topic Modeling, Sentiment Analysis, Data Visualization",BTech CSE,4.83
30,"Background
Completed BCom from a recognized institution, along with ongoing self-driven learning and skill development.

Experience Overview
Between Nov 2017 and Apr 2023, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I reviewed revenue and cost trends across business units. adapted to evolving business requirements and constraints.

Education Details
Supported cross-functional teams during peak business periods. Participated in process improvement discussions.

Project Work
Work also involved scenarios where priorities shifted frequently. handled ad-hoc requests alongside planned work. contributed to documentation and internal knowledge sharing.

Other Information
Worked with compliance and audit teams on reporting needs. Worked with compliance and audit teams on reporting needs. Participated in process improvement discussions.",Finance Analyst,"Excel, Accounting, Financial Modeling, SQL, Reporting",BCom,5.42
31,"Key Responsibilities
Supported media strategy with analytical insights. Supported media strategy with analytical insights. Handled ad-hoc requests alongside planned work.

Other Information
Completed BMM from a recognized institution, along with ongoing self-driven learning and skill development.

Project Work
Work also involved scenarios where priorities shifted frequently. adapted to evolving business requirements and constraints. worked in fast-paced environments with changing priorities.

Additional Contributions
Worked in fast-paced environments with changing priorities. Collaborated with geographically distributed teams.

Additional Contributions
Between Jun 2020 and Feb 2026, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I tracked audience engagement and campaign effectiveness metrics. collaborated with geographically distributed teams.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media, Media Analytics",BMM,5.67
32,"Education Details
Collaborated with geographically distributed teams. Collaborated with geographically distributed teams.

Additional Contributions
Work also involved scenarios where priorities shifted frequently. collaborated with geographically distributed teams. handled ad-hoc requests alongside planned work.

Professional Summary
Between Jul 2021 and Jul 2025, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I analyzed financial transactions and audit-related datasets. adapted to evolving business requirements and constraints.

Key Responsibilities
Worked with compliance and audit teams on reporting needs. Supported budgeting, forecasting and variance analysis. Adapted to evolving business requirements and constraints.

Operational Exposure
Completed CA Inter from a recognized institution, along with ongoing self-driven learning and skill development.",Finance Analyst,"Excel, Accounting, Financial Modeling, SQL, Reporting",CA Inter,4.0
33,"Key Responsibilities
Completed BA Psychology from a recognized institution, along with ongoing self-driven learning and skill development.

Background
Contributed to documentation and internal knowledge sharing. Handled ad-hoc requests alongside planned work.

Other Information
Work also involved scenarios where priorities shifted frequently. adapted to evolving business requirements and constraints. handled multiple responsibilities beyond core deliverables.

Background
Between Oct 2015 and Oct 2019, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I interacted with stakeholders across departments for hiring needs. supported cross-functional teams during peak business periods.

Key Responsibilities
Screened resumes and coordinated interview processes. Supported workforce planning and hr reporting activities. Adapted to evolving business requirements and constraints.",HR Executive,"Recruitment, Communication, Onboarding, Excel, HR Operations",BA Psychology,4.0
34,"Education Details
Completed MBA HR from a recognized institution, along with ongoing self-driven learning and skill development.

Project Work
Work also involved scenarios where priorities shifted frequently. collaborated with geographically distributed teams. collaborated with geographically distributed teams.

Experience Overview
Adapted to evolving business requirements and constraints. Worked in fast-paced environments with changing priorities.

Professional Summary
Between Dec 2020 and Apr 2028, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I interacted with stakeholders across departments for hiring needs. adapted to evolving business requirements and constraints.

Experience Overview
Supported workforce planning and hr reporting activities. Managed hiring pipelines for technical and non-technical roles. Worked in fast-paced environments with changing priorities.",HR Executive,"Recruitment, Communication, Onboarding, Excel, HR Operations",MBA HR,7.33
35,"Operational Exposure
Collaborated with geographically distributed teams. Handled multiple responsibilities beyond core deliverables.

Project Work
Analyzed financial transactions and audit-related datasets. Supported budgeting, forecasting and variance analysis. Handled multiple responsibilities beyond core deliverables.

Professional Summary
Between Mar 2022 and Apr 2024, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I supported budgeting, forecasting and variance analysis. supported cross-functional teams during peak business periods.

Other Information
Completed BCom from a recognized institution, along with ongoing self-driven learning and skill development.

Other Information
Work also involved scenarios where priorities shifted frequently. participated in process improvement discussions. contributed to documentation and internal knowledge sharing.",Finance Analyst,"Excel, Accounting, Financial Modeling, SQL, Reporting",BCom,2.08
36,"Experience Overview
Tracked audience engagement and campaign effectiveness metrics. Tracked audience engagement and campaign effectiveness metrics. Handled multiple responsibilities beyond core deliverables.

Professional Summary
Handled multiple responsibilities beyond core deliverables. Contributed to documentation and internal knowledge sharing.

Key Responsibilities
Between Jun 2016 and Mar 2024, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I supported media strategy with analytical insights. handled multiple responsibilities beyond core deliverables.

Experience Overview
Work also involved scenarios where priorities shifted frequently. worked in fast-paced environments with changing priorities. participated in process improvement discussions.

Education Details
Completed MA Media Studies from a recognized institution, along with ongoing self-driven learning and skill development.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media, Media Analytics",MA Media Studies,7.75
37,"Background
Completed MCA from a recognized institution, along with ongoing self-driven learning and skill development.

Operational Exposure
Designed and implemented backend services for enterprise applications. Collaborated on system design and architectural discussions. Contributed to documentation and internal knowledge sharing.

Experience Overview
Work also involved scenarios where priorities shifted frequently. adapted to evolving business requirements and constraints. supported cross-functional teams during peak business periods.

Project Work
Between Dec 2020 and Jun 2025, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I collaborated on system design and architectural discussions. contributed to documentation and internal knowledge sharing.

Education Details
Handled multiple responsibilities beyond core deliverables. Contributed to documentation and internal knowledge sharing.",Software Engineer,"Java, Python, C++, DBMS, Web Programming, APIs, System Design, Microservices",MCA,4.5
38,"Professional Summary
Completed BCom from a recognized institution, along with ongoing self-driven learning and skill development.

Education Details
Between Apr 2018 and Jan 2023, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I analyzed financial transactions and audit-related datasets. worked in fast-paced environments with changing priorities.

Professional Summary
Work also involved scenarios where priorities shifted frequently. handled multiple responsibilities beyond core deliverables. contributed to documentation and internal knowledge sharing.

Operational Exposure
Adapted to evolving business requirements and constraints. Collaborated with geographically distributed teams.

Operational Exposure
Prepared periodic financial summaries for leadership review. Reviewed revenue and cost trends across business units. Adapted to evolving business requirements and constraints.",Finance Analyst,"Excel, Accounting, Financial Modeling, SQL, Reporting",BCom,4.75
39,"Background
Between Dec 2017 and Jun 2022, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I prepared reports on reach, impressions and engagement trends. handled ad-hoc requests alongside planned work.

Experience Overview
Participated in process improvement discussions. Collaborated with geographically distributed teams.

Education Details
Completed BMM from a recognized institution, along with ongoing self-driven learning and skill development.

Experience Overview
Work also involved scenarios where priorities shifted frequently. handled ad-hoc requests alongside planned work. participated in process improvement discussions.

Operational Exposure
Supported media strategy with analytical insights. Supported media strategy with analytical insights. Handled multiple responsibilities beyond core deliverables.",Media Analyst,"SEO, Google Analytics, Content Strategy, Social Media, Media Analytics",BMM,4.5
40,"Additional Contributions
Handled multiple responsibilities beyond core deliverables. Participated in process improvement discussions.

Key Responsibilities
Completed BCom from a recognized institution, along with ongoing self-driven learning and skill development.

Education Details
Work also involved scenarios where priorities shifted frequently. collaborated with geographically distributed teams. worked in fast-paced environments with changing priorities.

Other Information
Between Jul 2016 and Sep 2020, responsibilities included a combination of analytical, operational, and coordination tasks. During this period, I analyzed financial transactions and audit-related datasets. collaborated with geographically distributed teams.

Operational Exposure
Analyzed financial transactions and audit-related datasets. Supported budgeting, forecasting and variance analysis. Handled ad-hoc requests alongside planned work.",Finance Analyst,"Excel, Accounting, Financial Modeling, SQL, Reporting",BCom,4.17
